#country+name,#country+code,1960,#indicator+name,#indicator+code,#indicator+value+num
Ecuador,ECU,1963,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,-165.456.870.930.102
Ecuador,ECU,1963,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,-163.709.640.663.276
Ecuador,ECU,1963,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,-156.314.719.514.132
Ecuador,ECU,1963,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,-151.121.199.901.878
Ecuador,ECU,1963,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,-146.591.456.982.901
Ecuador,ECU,1963,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,-145.263.213.989.257
Ecuador,ECU,1963,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-143.433.727.009.298
Ecuador,ECU,1963,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-138.919.876.314.022
Ecuador,ECU,1963,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-138.015.739.307.104
Ecuador,ECU,1963,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-134.754.152.186.478
Ecuador,ECU,1963,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-132.270.133.730.748
Ecuador,ECU,1964,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-127.889.942.196.138
Ecuador,ECU,1964,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-125.354.104.880.683
Ecuador,ECU,1964,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-122.298.065.750.372
Ecuador,ECU,1964,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-119.648.387.255.397
Ecuador,ECU,1964,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,-118.703.222.674.567
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-114.786.382.537.251
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-109.471.590.076.402
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-105.740.402.015.482
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-101.966.873.666.165
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-100.409.498.915.548
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-76.419.086.812.224
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-74.403.337.210.486
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-69.655.703.327.861
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-56.741.730.085.638
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-52.118.267.333.649
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-37.826.792.354.184
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-32.065.842.513.191
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-23.757.097.584.138
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-19.293.136.730.365
Ecuador,ECU,1964,"Bank accounts per 1,000 adults",GFDD.AI.01,-15.676.336.111.276
Ecuador,ECU,1964,"Bank branches per 100,000 adults",GFDD.AI.02,-13.838.527.628.562
Ecuador,ECU,1964,"Bank branches per 100,000 adults",GFDD.AI.02,-13.725.242.303.798
Ecuador,ECU,1964,"Bank branches per 100,000 adults",GFDD.AI.02,-12.805.016.497.101
Ecuador,ECU,1964,"Bank branches per 100,000 adults",GFDD.AI.02,-3.156.963.551.397
Ecuador,ECU,1964,"Bank branches per 100,000 adults",GFDD.AI.02,-308.629.890.109
Ecuador,ECU,1964,"Bank branches per 100,000 adults",GFDD.AI.02,-131.474.754.638
Ecuador,ECU,1964,"Bank branches per 100,000 adults",GFDD.AI.02,-88.047.120.951
Ecuador,ECU,1964,"Bank branches per 100,000 adults",GFDD.AI.02,-6090489000
Ecuador,ECU,1965,"Bank branches per 100,000 adults",GFDD.AI.02,-5820680000
Ecuador,ECU,1965,"Bank branches per 100,000 adults",GFDD.AI.02,-869980000
Ecuador,ECU,1965,"Bank branches per 100,000 adults",GFDD.AI.02,-746909000
Ecuador,ECU,1965,"Bank branches per 100,000 adults",GFDD.AI.02,-723950000
Ecuador,ECU,1965,"Bank branches per 100,000 adults",GFDD.AI.02,-648410000
Ecuador,ECU,1965,"Bank branches per 100,000 adults",GFDD.AI.02,-576330000
Ecuador,ECU,1965,"Bank branches per 100,000 adults",GFDD.AI.02,-524750000
Ecuador,ECU,1965,"Bank branches per 100,000 adults",GFDD.AI.02,-499680000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-473720000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-452480000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-350000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-343010000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-200000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-197460000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-178000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-160000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-160000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-155000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-152977000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-126000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-123000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-81000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-80070000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-77186000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-70000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-63400000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-62000000
Ecuador,ECU,1965,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,-60000000
Ecuador,ECU,1965,Bank capital to total assets (%),GFDD.SI.03,-54340000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-52000000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-50000000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-50000000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-48600000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-40000000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-39552000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-37052000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-34500000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-28820000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-19900000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-16237000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-16027000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-14777000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-14229000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-13969000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-13969000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-12489000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-12431000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-11368000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-11316000
Ecuador,ECU,1966,Bank capital to total assets (%),GFDD.SI.03,-9538000
Ecuador,ECU,1966,Bank concentration (%),GFDD.OI.01,-9052000
Ecuador,ECU,1966,Bank concentration (%),GFDD.OI.01,-6.546.455
Ecuador,ECU,1966,Bank concentration (%),GFDD.OI.01,-5700000
Ecuador,ECU,1966,Bank concentration (%),GFDD.OI.01,-5.051.232
Ecuador,ECU,1966,Bank concentration (%),GFDD.OI.01,-4.752.146
Ecuador,ECU,1966,Bank concentration (%),GFDD.OI.01,-4.367.454
Ecuador,ECU,1966,Bank concentration (%),GFDD.OI.01,-4.367.454
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-3.755.173
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-3169000
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-2.981.133
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-2.795.174
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-2.331.512
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-1840000
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-1.803.279
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-1.758.569
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-1.515.152
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-1300000
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-1.150.744
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,4.0275
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-276.867
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-269000
Ecuador,ECU,1967,Bank concentration (%),GFDD.OI.01,-265000
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-259.214
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-247.874
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-242000
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-204000
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-192000
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-192000
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-128.875
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-105.083
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,4.1625
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-77.339
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-54.657
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-47999
Ecuador,ECU,1967,Bank cost to income ratio (%),GFDD.EI.07,-47259
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-46434
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-46046
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-45172
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-44398
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-41899
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-41843
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-34968
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-34721
Ecuador,ECU,1968,Bank cost to income ratio (%),GFDD.EI.07,-28089
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-22605
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-21384
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-20921
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-16816
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-15159
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-12621
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-11360
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-9625
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-8776
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-8487
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-8315
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-8299
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-8135
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-7832
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-6151
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-4709
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-3263
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-3146
Ecuador,ECU,1968,Bank credit to bank deposits (%),GFDD.SI.04,-3021
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-2882
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-2700
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-2418
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-2080
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1795
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1778
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1775
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1757
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1742
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1651
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1514
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1456
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1386
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1288
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1251
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1206
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1141
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1116
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1102
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1095
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1095
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1095
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1095
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,-1095
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,0
Ecuador,ECU,1969,Bank credit to bank deposits (%),GFDD.SI.04,0
